CustomerID,FirstName,LastName,Email,AddressLine1,AddressLine2,City,State,Zip,FavoriteColor,FavoriteQuote,VehicleVIN,VehicleMake,VehicleModel,VehicleYear,VehicleColor,CurrentMonthlyPremiumCents
"798936569420","Earl","Grant","BettyHanson@Tanoodle.name","5559 Tomscot Way","","Menifee","HI","6529249","Red","harum atque quis commodi suscipit tempora.","UGHN3JCHSTXS9JN2W","Hyundai","Elantra","2002","Aquamarine","8265"
"127526595621","Clarence","Murphy","ScottRoberts@Jabbersphere.com","5781 Gina Plaza","","Belvedere","OH","6946480","Blue","alias alias non alias.","1N5NPN7DUXM41KYJG","Ford","F-150","2003","Pink","13402"
"131123420822","Antonio","Welch","quae@Babbleopia.biz","7525 Chinook Pass","","Mission Viejo","PA","2956271","Blue","et reprehenderit vitae in incidunt eius sint.","T6ATEX4BAL3YTLNED","Dodge","Charger","2019","Violet","15205"
"513073471623","Eric","Collins","pHunt@Voomm.biz","2612 Loeprich Road","","Rocklin","UT","5704937","Puce","porro dignissimos quis in nemo.","MWWFFC36U9CNM7C9T","Ram","3500","2007","Mauv","8197"
"111352012524","Daniel","Garza","yHamilton@Twitternation.org","1172 Spaight Road","","Sacramento","NC","2101373","Maroon","consequatur enim earum ab quibusdam enim occaecati.","7KH0PPNPUAU2LYDJS","Volkswagen","Tiguan","1994","Purple","22564"
"800038837825","Jerry","Bennett","distinctio_consequuntur@Eimbee.mil","8153 Huxley Junction","","Colfax","OK","0767464","Mauv","vel porro ducimus quam sint rerum aut illo debitis illo.","HJXBR1TUFMX4T9YEC","Buick","LaCrosse","1997","Pink","28253"
"998449204526","Karen","Brown","vBowman@Babblestorm.mil","419 Aberg Junction","","Isleton","OH","0633041","Purple","aliquid adipisci et voluptas ipsa dolores dolorem!","6KC6HFE9VGXGP8AV2","Cadillac","CTS","2014","Violet","19827"
"288748432127","Lori","Mitchell","6Green@Roodel.com","1015 Darwin Court","","Live Oak","MD","9309980","Goldenrod","labore cum facere suscipit expedita soluta sequi.","EAWEXD4J7N5RY6SLV","Mazda","CX-5","2017","Yellow","25201"
"123783393928","Michael","Allen","JeffreyBaker@Jaloo.com","5603 Schlimgen Drive","","Auburn","NE","9779863","Teal","sint natus quos incidunt.","YH3AS53C98JMF4Z82","Lincoln","MKC","2000","Mauv","14650"
"400674433029","Nicole","Patterson","molestias_at_similique@Twitterworks.gov","4960 Rigney Pass","","South San Francisco","DE","3152402","Orange","quidem porro vel incidunt dolores molestiae.","BGCE7XCVR69JBDP1T","Kia","Sportage","2020","Aquamarine","19900"
"106693677530","Ernest","Cooper","gFreeman@Zava.org","9877 Declaration Road","","San Juan Bautista","AZ","2981456","Yellow","fugiat laudantium doloribus dignissimos facere magni impedit nesciunt.","W7P93GK6H0SUCKTBM","Volkswagen","Tiguan","2018","Aquamarine","30349"
"987593229631","Eugene","Lopez","fThomas@Thoughtstorm.net","5087 Jackson Avenue","","Hanford","WY","4833463","Aquamarine","itaque laudantium velit vel ipsa.","K912E9X786P6Z08GW","Audi","Q3","2015","Yellow","34105"
"672276376832","Sandra","Daniels","2Jones@Rhybox.edu","3412 Kinsman Way","","Santa Monica","CO","0553536","Aquamarine","atque vero repudiandae.","HMFTSHSFF82GZN3UX","Nissan","LEAF","2015","Goldenrod","30822"
"367303376133","Rose","Jackson","deserunt_tempora@Meezzy.com","7101 Cody Way","","Poway","AL","7429751","Mauv","omnis inventore molestias quod veritatis necessitatibus.","UD3N7YR1SK738ETJL","Chevrolet","Sonic","2017","Indigo","33636"
"151956158334","Brian","Snyder","JudithHanson@Rhycero.name","1661 Straubel Trail","","Brawley","GA","0506323","Pink","unde laboriosam pariatur animi.","APHD7AXW93YJDAUCW","Volvo","S90","2015","Orange","29236"
"893183287635","Diane","Perkins","facilis@Brightbean.net","9876 Dawn Point","","Lodi","ND","6805565","Goldenrod","eius veniam labore omnis molestiae facere velit iure.","PGHREGK1XR9K4VNU7","Mercedes-Benz","E-Class","2005","Yellow","29365"
"653157876236","Raymond","Cox","labore_dicta_delectus@Skyba.net","4658 Memorial Road","","Bell","GA","1481115","Yellow","doloribus animi officiis omnis omnis.","E7HZFL413SG4878T0","Audi","Q7","1994","Mauv","33326"
"151426044937","Karen","Rodriguez","quia_fuga_a@Blogtag.info","9645 Erie Junction","","La Habra Heights","ID","5784205","Crimson","laborum nemo velit amet.","ZBXP6UDXBKAK70NDG","GMC","Canyon","2019","Goldenrod","32439"
"948538572038","Catherine","Morales","MarkGreene@Layo.gov","8609 Daystar Drive","","Ione","OH","7005231","Indigo","magni occaecati eos sit occaecati eius facere molestias necessitatibus.","YHGATATNRHG8P3BSK","Volkswagen","Passat","2009","Teal","32113"
"584506554439","Sarah","Murray","sit_dolores_quas@Wikivu.name","9316 Graedel Place","","Garden Grove","WA","4361413","Puce","similique dolores quia ipsa.","KH6UTC5T12ZJ82RMW","Audi","A8","2017","Yellow","31123"
"085076269740","Julie","Graham","hRoss@Rhynoodle.net","9206 Blaine Alley","","Simi Valley","WA","4295858","Yellow","adipisci quis corrupti eveniet ipsa quasi laboriosam.","EVW6M19ZNXH20J6P2","Ram","3500","2004","Green","13700"
"651413901241","Wayne","Jordan","RobertColeman@Flashset.gov","4164 Mandrake Hill","","Escalon","OR","9224903","Indigo","eaque assumenda et.","AN386XVA97JYRJ26W","Volvo","XC40","2011","Fuscia","22172"
"069080958342","Billy","Robertson","5Roberts@Realpoint.com","7180 Schurz Terrace","","Angels Camp","NJ","2763463","Fuscia","qui provident quod laborum sunt odit!","LZLH1S30VG6YC5H4K","BMW","X4","2002","Puce","28900"
"434055439743","Patricia","Morgan","GregoryRice@Eazzy.info","3368 Meadow Vale Court","","Clayton","FL","0700100","Yellow","enim voluptatem culpa necessitatibus dolor.","8NP7ALEU27A4ZS558","GMC","Terrain","2017","Blue","22764"
"644091260544","Heather","Porter","lNelson@Roombo.mil","979 Fremont Lane","","Hermosa Beach","AR","5674894","Blue","aliquid nulla voluptas laborum.","6ZL3FGG9359TJP0M6","Ford","Fiesta","2018","Puce","11952"
"481646561845","Howard","West","1Elliott@Latz.org","5817 Sloan Hill","","Redwood City","KY","7494977","Crimson","alias in rerum provident.","UBJSB3TMXDCR2HV58","BMW","X4","1993","Teal","15813"
"810415066046","Susan","Davis","aSpencer@Leexo.edu","268 Trailsway Lane","","Redondo Beach","UT","7988159","Turquoise","sint aliquid et ipsum error optio.","JVUSGE2R96VHTDYRF","BMW","X3","2010","Pink","18128"
"790121609047","Matthew","Garza","qFerguson@Topdrive.biz","4944 Katie Way","","San Anselmo","HI","6183519","Violet","harum consequatur recusandae reiciendis qui quia quo facere et.","9PEGTSN4S4MASAGBN","BMW","X5","1999","Teal","23993"
"649790578448","Shirley","Ray","EmilyChapman@Eadel.info","4538 Anderson Drive","","Moraga","SC","2559305","Goldenrod","eius quia modi quisquam debitis.","LMN2LTNK72AL2AVLP","Mazda","CX-3","2006","Crimson","25062"
"439127699949","Susan","Lee","JoyceMartinez@Feednation.net","936 Loftsgordon Center","","Lodi","PA","0217359","Turquoise","et mollitia omnis id ut.","XUKGT5XUZFSNV852P","Kia","Rio","2019","Maroon","17428"
"501435895350","Christopher","Williams","BenjaminMontgomery@Livepath.org","4483 Dahle Drive","","Riverbank","NC","9227552","Maroon","non veritatis id quisquam natus ipsa veniam quaerat.","4YLDB87SXMA54K3Z6","Toyota","Prius","2021","Green","15339"
"511413086351","Christina","Baker","HaroldLee@Thoughtbridge.edu","2972 Weeping Birch Way","","Tehachapi","KS","5214656","Red","et cupiditate eaque harum veniam ab.","7BV5XM29VE8TCHP7W","Honda","Odyssey","2003","Aquamarine","11746"
"014522996952","Janet","Morrison","cumque_et_aliquid@Zoonder.org","7173 Comanche Plaza","","Sebastopol","GA","5003038","Puce","aliquam voluptate sunt accusantium consequatur!","FZL5WGZ3CSJRMAHVH","Tesla","Model S","2003","Puce","10303"
"839108666253","Frances","Adams","StephanieJacobs@Dynava.edu","9406 Hazelcrest Court","","Truckee","KS","6322871","Red","ex eaque veritatis cum excepturi iure porro.","WVJXBS18EX50C1ZXU","Toyota","Tacoma","2008","Indigo","25818"
"007521469654","Tammy","Chavez","lSanchez@Meemm.com","7135 Atwood Alley","","Fairfax","AR","7636722","Mauv","non ea debitis doloribus possimus enim nihil!","8YV7XRAW59B5NXCXK","Volvo","V90","2010","Puce","30453"
"372696613955","Clarence","Davis","8Spencer@Lazzy.biz","9077 Grayhawk Circle","","Lakewood","SD","9573635","Violet","omnis et rerum eveniet omnis.","Z44YF2YETZU6MZLK9","Lincoln","MKX","2006","Orange","17216"
"492570789656","Clarence","Fernandez","AngelaHolmes@Divape.name","7372 Grover Park","","Parlier","TN","4623917","Fuscia","est voluptatem sapiente fugit quia.","52MLF4NH7X98PB0LH","Chrysler","200","1994","Teal","26021"
"118820947657","Earl","Ryan","StevenMoreno@Flashpoint.com","5294 Del Mar Alley","","Firebaugh","PA","1232087","Aquamarine","laudantium nemo velit expedita ipsum nam.","A7B9HURFMTNVGY3NL","Hyundai","Ioniq","2003","Aquamarine","8041"
"261335034558","Barbara","Mccoy","explicabo@Npath.edu","3159 Eagan Avenue","","Holtville","SC","3004719","Goldenrod","dolores tempore repellendus autem.","4PSPMYJS4WM4TJN4C","Hyundai","Santa Fe","1997","Violet","13460"
"648200728859","Lori","Hayes","vMoreno@Zoonder.biz","6397 Rowland Court","","Tehachapi","AZ","6867451","Aquamarine","recusandae accusantium quam.","72W81LKPZ063HRK1X","Nissan","Altima","2018","Aquamarine","16383"
"443990694160","Samuel","Mcdonald","bMorales@Jaloo.gov","1015 Kropf Park","","Pacific Grove","IL","4701395","Pink","ut voluptatum et et eum commodi.","BRUPNYVAG8M9ZTB1E","Ram","1500","2023","Mauv","21176"
"818328706661","Lillian","Lynch","FredWard@Dabtype.edu","5699 Norway Maple Avenue","","Atherton","AZ","5135079","Teal","quis dolorem itaque iste voluptas!","2CEJD75UAH9934SC0","Toyota","Sequoia","2018","Indigo","21812"
"277352038062","Janet","Scott","wFields@Topdrive.edu","5163 Waywood Point","","Cypress","KY","4469586","Mauv","vitae culpa molestiae odit maxime molestiae eum.","1FTEJ4NC7J02NUP6D","Volvo","V90","2007","Teal","13078"
"334296336263","Edward","Flores","PaulaBurns@Dynabox.net","4469 Continental Lane","","Culver City","KS","8914273","Mauv","autem qui eveniet harum.","NBSM82GWW4MEYZX7E","GMC","Terrain","2017","Puce","12225"
"766781406964","Willie","Black","kSimmons@Twinte.net","9114 Hazelcrest Lane","","Rio Dell","DE","1809941","Yellow","fugiat quaerat sint sint quos ea.","P0ANGM0Y30AK2CX1W","Dodge","Journey","2021","Yellow","13478"
"415260873965","Joe","Kennedy","eGarcia@Livefish.com","3385 Green Ridge Lane","","Azusa","CA","4307418","Teal","voluptatum eaque omnis iste qui.","YX0T1J1TVUUZW4GT0","Toyota","Yaris","2012","Mauv","7774"
"922446951866","Margaret","Gray","enim_rerum_ab@Realpoint.com","4316 Debs Junction","","Lakewood","NY","4698247","Mauv","quaerat vitae facilis et ducimus!","TKRNRPCSPHC01FD6F","Lincoln","MKT","2014","Orange","17757"
"120639709567","Thomas","Robertson","LawrenceAndrews@Thoughtbeat.org","7034 Kropf Court","","San Clemente","ID","1624169","Red","repudiandae animi voluptas ut deleniti.","R6MHNC2EKGZ8ZNZ6P","Audi","A6","2013","Puce","22752"
"234649812668","Frank","Kim","2Roberts@Eazzy.info","1529 Transport Avenue","","Barstow","AL","1689050","Orange","itaque quam sit qui labore sit laborum voluptatem.","4ZX8LT0HRG17CMHHM","Mercedes-Benz","GLE","2020","Red","30847"
"724106622369","Paul","Harris","9Thompson@Gigazoom.net","8799 Quincy Parkway","","San Marcos","RI","7079073","Violet","cupiditate est consequatur eos.","097NS19CPZ8SU11T4","Nissan","Frontier","1996","Crimson","7730"
"970613395270","Rebecca","Robinson","nCarr@Oyoba.net","7995 Hanover Avenue","","Dos Palos","MT","6207985","Aquamarine","consequatur quos soluta pariatur in quos modi quo recusandae.","DFF4C21L4NEBJ3XAW","Ram","1500","1996","Green","8489"
"898107235571","Stephen","Griffin","hBurton@Voonte.com","474 Straubel Crossing","","Newman","WA","1492959","Purple","ut sit sapiente quae facilis.","R8UESWB88SZ89P9GS","Audi","A8","1996","Violet","13225"
"779725403572","Virginia","Morales","dBishop@InnoZ.info","4400 Merrick Drive","","Bellflower","WI","0605618","Turquoise","hic dolorum rerum necessitatibus et voluptatem.","Y96UEFLW825ULXTJ7","Buick","Encore","2021","Teal","25776"
"218757748973","Elizabeth","Graham","LouiseMartin@Meeveo.info","2155 Canary Place","","Isleton","DE","5990179","Purple","saepe temporibus placeat ad facere.","ZVA767ZDP140XDFKF","Hyundai","Veloster","1999","Teal","6702"
"741999046074","Steven","Weaver","id@Kayveo.mil","3578 Linden Road","","Bishop","IL","7402289","Red","illo voluptatem aut.","M3RN4T05L8CRZ9YCA","Cadillac","XT4","2001","Red","27588"
"727560341175","Douglas","Banks","kHolmes@Youopia.name","8730 Bobwhite Plaza","","Greenfield","KY","5998204","Red","id occaecati labore culpa ducimus voluptatem qui expedita.","T78WJUXJ31SGLH45G","Hyundai","Tucson","2021","Orange","9836"
"223566859276","Joan","Chavez","7Graham@Tagfeed.name","5389 Pawling Parkway","","Portola Valley","MI","9770622","Green","repellendus tenetur non culpa incidunt laboriosam ducimus facilis.","2VKEW57YHFERC9JWH","Honda","Odyssey","2016","Teal","33706"
"889576122077","Scott","Knight","eos_itaque@Zava.info","9124 Monument Terrace","","Bell","NY","9074562","Maroon","tempore eveniet distinctio aut et fugiat.","C3VD4761DKBXVXMG4","Toyota","4Runner","2018","Aquamarine","29197"
"799699380578","Louis","Powell","dolores_eum@Photospace.info","3710 Mitchell Road","","Atherton","SC","1387437","Fuscia","tenetur quis deserunt quod qui reiciendis et et quia.","HDTWWA09LHP7044HS","Tesla","Model 3","2015","Goldenrod","8489"
"264627828579","Lawrence","Richards","sMason@Twiyo.net","7145 Texas Road","","Seal Beach","NH","9345471","Maroon","nesciunt ullam est fugiat dolor ut consectetur rerum rerum atque voluptatem.","DX2WZE8E0LEJ3CKC6","Jeep","Renegade","2008","Goldenrod","33611"
"477085312280","Donna","Shaw","SteveRamirez@Divanoodle.name","3821 Warrior Lane","","Riverbank","WY","6896583","Violet","inventore omnis neque!","JCH4RLVVU9ARNXWSY","Hyundai","Accent","2009","Yellow","20985"
"556557263881","Sarah","Morris","omnis_corporis@Quire.gov","3864 Scofield Way","","San Gabriel","RI","8547957","Crimson","error optio nostrum et ea numquam porro.","N2SSLUD7A7NJXEZE1","Buick","LaCrosse","2009","Puce","14787"
"932300658382","Cynthia","Barnes","kNelson@Wordtune.net","6534 Forest Crossing","","Rolling Hills","MI","2254178","Maroon","suscipit voluptas repellat eligendi voluptate nulla itaque.","J4JERARAWZLTTZT0W","Honda","Civic","2013","Violet","10672"
"913858221483","Christopher","Hudson","qui_assumenda@Livefish.net","9755 Cherokee Place","","Santa Ana","MN","4369405","Puce","recusandae minima saepe quam officia omnis ipsa incidunt quo accusamus.","7NDUMZ4XEU38YYHLZ","Ford","F-150","2020","Pink","16555"
"001361998484","Victor","Willis","AlanStewart@Fivebridge.com","50 Larry Plaza","","Lafayette","KY","0631508","Red","et iste exercitationem beatae sunt.","U67GMB381XM7U7GKU","Dodge","Durango","2009","Turquoise","6760"
"701525889285","Angela","Morgan","eFlores@Ozu.gov","1353 Northwestern Circle","","Rohnert Park","ND","7538594","Teal","omnis eius earum asperiores.","HULZ3XTTJ9T5KFADS","Ford","Edge","2007","Teal","33865"
"947640254386","Ryan","Anderson","GaryNichols@Realcube.net","9339 Hooker Point","","Chowchilla","DE","0920438","Turquoise","ab dolor voluptates sed in suscipit.","A2U1VLJ4DVLW1026D","Lincoln","MKX","1993","Yellow","9153"
"774961677187","Nicole","Jordan","4Sims@Blogtag.edu","1120 Hollow Ridge Junction","","Woodside","MT","0268197","Fuscia","voluptatibus ut reiciendis et.","CTAJLK507A3AMEB1F","Tesla","Model X","1994","Goldenrod","29976"
"691869323188","Helen","Ray","BettyArmstrong@Yadel.edu","8960 Morning Road","","Porterville","KS","2973772","Mauv","voluptate ipsam molestias soluta.","ND8E2HVG72A55J294","Chrysler","300","2018","Pink","19557"
"992810057389","Cheryl","Wagner","AdamLong@Voolia.mil","7589 Kingsford Place","","Belvedere","OK","4667847","Goldenrod","provident doloribus sunt incidunt atque omnis.","XJ6CRFN73NBGPA0DA","Dodge","Charger","2023","Pink","16292"
"427193637790","Phillip","Bryant","4Porter@Izio.com","6770 Village Circle","","Fremont","OK","3441521","Purple","et quo laborum quos commodi iusto aut pariatur.","RN6J80EJPUF2M8KB8","Audi","A7","2019","Teal","18736"
"042106123291","Gerald","Gonzales","kGarrett@Avaveo.org","352 Schiller Court","","Montclair","WY","8660920","Yellow","quia consectetur tenetur id qui.","AV9ZHN6VMKDZN9FT8","Ford","F-150","2012","Indigo","10905"
"052253428992","Marie","Perry","kHawkins@Miboo.edu","1483 International Road","","San Rafael","NH","2431417","Mauv","beatae quibusdam officiis occaecati et modi a.","6K9WDA4KN1DF1HZKB","Jeep","Cherokee","1999","Green","7059"
"542128311693","Kimberly","Stevens","LauraCarroll@BlogXS.info","6692 Rusk Park","","Piedmont","GA","1129724","Blue","quasi aspernatur consequuntur culpa nam.","TZZSPKYU3WB1JWPLA","Buick","Enclave","2006","Blue","14383"
"263635918394","Timothy","Garcia","sed@Avaveo.name","4988 3rd Avenue","","Martinez","CO","2086358","Purple","nihil dolor voluptate incidunt est.","PWRANM8126HLB6X98","Honda","Civic","2003","Teal","11421"
"557675913695","Clarence","Lane","7Harris@Edgeblab.org","346 Lindbergh Lane","","Corning","MT","2526279","Yellow","nesciunt molestiae optio quasi voluptate ut voluptatem sed.","9UA322CS6ZL6538SY","Hyundai","Tucson","2006","Khaki","8643"
"746127250996","Jeremy","West","cum_commodi_enim@Devpoint.gov","1583 Mayer Circle","","Vernon","PA","0848292","Aquamarine","nisi consequatur possimus quo et ab in.","V727PDRBD11YW478F","Mercedes-Benz","GLA","2002","Maroon","21856"
"952111569897","Nicole","Reyes","sint_est_porro@Mybuzz.gov","1110 Veith Park","","Imperial Beach","GA","7145014","Maroon","nostrum repudiandae id temporibus.","PFT8NTUN35YUBR4AU","Cadillac","CTS","2020","Mauv","33895"
"737208953798","Kathleen","West","sed@Photobean.mil","639 Lerdahl Hill","","Avenal","MA","9738596","Khaki","eveniet modi et quod minus.","RGC0BAGSR1M6L6DK5","Cadillac","XT5","2006","Blue","25085"
"968003881599","David","Sims","NicoleDaniels@Camimbo.gov","2681 Red Cloud Park","","Santa Monica","NH","7287982","Red","accusamus ducimus qui.","T642V8PUU63XWAZBK","Nissan","Kicks","2015","Maroon","15812"
"1691378336100","Andrea","Perkins","animi@Oyoyo.name","2384 Eagle Crest Circle","","Palos Verdes Estates","OK","0380151","Teal","voluptatem qui officia sapiente.","681FZUDT7HC1VV3CJ","Toyota","RAV4","2002","Fuscia","11150"
"4828051036101","Ryan","Ferguson","RoyHarper@Yodoo.biz","8576 Blackbird Lane","","Desert Hot Springs","TN","9727571","Aquamarine","eius aut voluptas accusamus.","U8NVNE4HDXX0Y471H","Tesla","Model S","2007","Goldenrod","7634"
"9548090410102","Christina","Graham","dPhillips@Skidoo.biz","483 Sunbrook Junction","","Citrus Heights","MA","0327651","Green","quibusdam rerum enim quos rerum neque.","5RAHMWD66L9U5UGAB","Chrysler","300","1993","Crimson","28077"
"9687176465103","Brian","Robinson","EvelynRobinson@Skippad.biz","7516 Springview Road","","Twentynine Palms","WY","0229904","Indigo","et est neque harum nulla consectetur id adipisci consequatur excepturi rerum!","D99C962R0JFAKMWTM","BMW","3 Series","2023","Khaki","8415"
"4113283166104","Beverly","Watson","gHolmes@Edgeify.biz","8838 Norway Maple Court","","Yreka","AZ","9141758","Blue","perferendis itaque quas possimus aliquid adipisci fugiat.","KNUUF57WD0YGTDZ1N","Dodge","Dart","2017","Fuscia","25219"
"6475232630105","Timothy","Elliott","JoeDavis@Bubblemix.name","3125 Vera Avenue","","Taft","LA","4954595","Orange","sit qui dolorum molestiae.","PY52K7NZ2RSSKEF45","GMC","Canyon","2005","Crimson","23083"
"8674328831106","Maria","Shaw","mDavis@Ooba.net","8976 Glendale Center","","Woodlake","AL","4720696","Turquoise","placeat sunt consequatur impedit molestiae minus.","NB4YWLCEFS7X6AUFA","BMW","7 Series","2002","Khaki","15120"
"5186792581107","Paul","Jones","KathyPierce@Fivespan.gov","6489 Brickson Park Pass","","Chino","ID","0895254","Turquoise","saepe beatae distinctio error quia magni.","EPMKLXWGREFSGPP6W","Hyundai","Santa Fe","2013","Puce","20252"
"1424452317108","Anna","Sanders","AnneHamilton@Lazzy.biz","8731 Marquette Pass","","Los Angeles","NY","4835170","Turquoise","quasi eius rem id placeat illum occaecati.","AP7HAFDDMGPKPDESG","Chrysler","300","2020","Green","9162"
"7685729842109","Wanda","Dunn","FrankBaker@Eabox.mil","6684 Lyons Junction","","Garden Grove","MN","8962881","Blue","adipisci consequatur maiores recusandae et.","BBRUH7HKNRRTPU3WA","Mercedes-Benz","GLS","2003","Blue","14015"
"1112983019110","Bruce","Day","vitae_non_praesentium@Kayveo.org","2218 Bashford Junction","","Rio Vista","OR","5140603","Red","aliquam magni eum ad!","F6E1212XSMU883608","Dodge","Journey","1993","Violet","15168"
"4770157941111","Theresa","Kennedy","DebraTorres@Avamba.mil","2 Bartelt Circle","","Simi Valley","WV","3590876","Red","et nisi fugiat beatae blanditiis voluptates quia.","9W290KBR9SC3D77FX","Chrysler","Pacifica","2001","Aquamarine","26787"
"7118286267112","Matthew","Stewart","tScott@Wikizz.info","6825 Westerfield Drive","","Riverbank","CT","7101457","Violet","quae quasi quidem saepe.","4ZT1044LWF0WCVX5J","Mercedes-Benz","E-Class","2008","Mauv","30493"
"2352051346113","Rebecca","Daniels","repudiandae@Avavee.info","4265 Eagle Crest Drive","","San Pablo","ID","1669337","Yellow","saepe optio rerum id veritatis eos voluptate consequatur!","CNPU01ENTS66BEVXY","Mazda","MX-5 Miata","1999","Turquoise","33473"
"6031880128114","Anthony","Anderson","et_ea_dolorem@Blognation.edu","157 Paget Way","","Chico","PA","6365577","Puce","reprehenderit dolores esse itaque et maiores quo voluptatibus ratione nisi.","F5RSE5LR72FF9G095","Dodge","Charger","2023","Green","13720"
"3328846865115","Ryan","Stevens","minus_aut_et@Bluezoom.edu","7061 Elmside Hill","","Hesperia","MT","9566572","Puce","nihil iste a eligendi quam quo qui eos.","YT6571T2TH8U60U22","Honda","Crosstour","2015","Blue","8076"
